shift_date & time,shift_no,asset_id,count_ne,set_tpi,production,doff,run_time,idle,powerfail,ukg,kwh,shift_datetime,shift_date,shift_time,machine_group,production_per_min,doff_per_min,kwh_per_min,idle_per_min,ukg_per_min,over_all_time,production_per_min_group_mean,doff_per_min_group_mean,kwh_per_min_group_mean,idle_per_min_group_mean,ukg_per_min_group_mean,is_anomaly,anomaly_details
3/27/2025 6:00,1,RF 02,19.2,14.3,653.3,63,411,5,1,0.78,509.574,2025-03-27 06:00:00,2025-03-27,06:00:00,19.2_14.3,1.59,0.153,1.24,0.012,0.002,480,1.59,0.153,1.24,0.012,0.002,False,
3/28/2025 6:00,1,RF 02,19.2,14.3,569.5,86,369,24,1,0.75,427.125,2025-03-28 06:00:00,2025-03-28,06:00:00,19.2_14.3,1.543,0.233,1.158,0.065,0.002,480,1.543,0.233,1.158,0.065,0.002,False,
3/29/2025 6:00,1,RF 02,19.2,14.3,683.0,56,423,0,1,0.78,532.74,2025-03-29 06:00:00,2025-03-29,06:00:00,19.2_14.3,1.615,0.132,1.259,0.0,0.002,480,1.615,0.132,1.259,0.0,0.002,False,
3/30/2025 6:00,1,RF 02,19.2,14.3,659.7,58,418,2,2,0.77,507.969,2025-03-30 06:00:00,2025-03-30,06:00:00,19.2_14.3,1.578,0.139,1.215,0.005,0.002,480,1.578,0.139,1.215,0.005,0.002,False,
3/31/2025 6:00,1,RF 02,19.2,14.3,674.8,41,422,16,1,0.78,526.344,2025-03-31 06:00:00,2025-03-31,06:00:00,19.2_14.3,1.599,0.097,1.247,0.038,0.002,480,1.599,0.097,1.247,0.038,0.002,False,
3/25/2025 14:00,2,RF 02,19.2,14.3,554.3,114,360,4,2,0.8,443.44,2025-03-25 14:00:00,2025-03-25,14:00:00,19.2_14.3,1.54,0.317,1.232,0.011,0.002,480,1.54,0.317,1.232,0.011,0.002,False,
3/26/2025 14:00,2,RF 02,19.2,14.3,722.0,32,447,0,1,0.78,563.16,2025-03-26 14:00:00,2025-03-26,14:00:00,19.2_14.3,1.615,0.072,1.26,0.0,0.002,480,1.615,0.072,1.26,0.0,0.002,False,
3/27/2025 14:00,2,RF 02,19.2,14.3,697.2,43,436,0,1,0.77,536.844,2025-03-27 14:00:00,2025-03-27,14:00:00,19.2_14.3,1.599,0.099,1.231,0.0,0.002,480,1.599,0.099,1.231,0.0,0.002,False,
3/28/2025 14:00,2,RF 02,19.2,14.3,687.9,53,426,0,1,0.77,529.683,2025-03-28 14:00:00,2025-03-28,14:00:00,19.2_14.3,1.615,0.124,1.243,0.0,0.002,480,1.615,0.124,1.243,0.0,0.002,False,
3/29/2025 14:00,2,RF 02,19.2,14.3,660.1,67,412,0,1,0.78,514.878,2025-03-29 14:00:00,2025-03-29,14:00:00,19.2_14.3,1.602,0.163,1.25,0.0,0.002,480,1.602,0.163,1.25,0.0,0.002,False,
3/30/2025 14:00,2,RF 02,19.2,14.3,701.5,43,436,0,1,0.79,554.185,2025-03-30 14:00:00,2025-03-30,14:00:00,19.2_14.3,1.609,0.099,1.271,0.0,0.002,480,1.609,0.099,1.271,0.0,0.002,False,
3/31/2025 14:00,2,RF 02,19.2,14.3,719.1,31,447,1,1,0.78,560.898,2025-03-31 14:00:00,2025-03-31,14:00:00,19.2_14.3,1.609,0.069,1.255,0.002,0.002,480,1.609,0.069,1.255,0.002,0.002,False,
3/25/2025 22:00,3,RF 02,19.2,14.3,698.8,37,438,4,1,0.77,538.076,2025-03-25 22:00:00,2025-03-25,22:00:00,19.2_14.3,1.595,0.084,1.228,0.009,0.002,480,1.595,0.084,1.228,0.009,0.002,False,
3/26/2025 22:00,3,RF 02,19.2,14.3,661.1,34,424,21,1,0.76,502.436,2025-03-26 22:00:00,2025-03-26,22:00:00,19.2_14.3,1.559,0.08,1.185,0.05,0.002,480,1.559,0.08,1.185,0.05,0.002,False,
3/27/2025 22:00,3,RF 02,19.2,14.3,689.6,41,435,2,2,0.77,530.992,2025-03-27 22:00:00,2025-03-27,22:00:00,19.2_14.3,1.585,0.094,1.221,0.005,0.002,480,1.585,0.094,1.221,0.005,0.002,False,
3/28/2025 22:00,3,RF 02,19.2,14.3,684.0,52,427,0,1,0.76,519.84,2025-03-28 22:00:00,2025-03-28,22:00:00,19.2_14.3,1.602,0.122,1.217,0.0,0.002,480,1.602,0.122,1.217,0.0,0.002,False,
3/29/2025 22:00,3,RF 02,19.2,14.3,657.7,46,421,12,1,0.75,493.275,2025-03-29 22:00:00,2025-03-29,22:00:00,19.2_14.3,1.562,0.109,1.172,0.029,0.002,480,1.562,0.109,1.172,0.029,0.002,False,
3/30/2025 22:00,3,RF 02,19.2,14.3,701.5,33,439,7,1,0.78,547.17,2025-03-30 22:00:00,2025-03-30,22:00:00,19.2_14.3,1.598,0.075,1.246,0.016,0.002,480,1.598,0.075,1.246,0.016,0.002,False,
3/2/2025 6:00,1,RF 03,19.5,14.3,619.6,34,418,26,2,0.72,446.112,2025-03-02 06:00:00,2025-03-02,06:00:00,19.5_14.3,1.482,0.081,1.067,0.062,0.002,480,1.482,0.081,1.067,0.062,0.002,False,
3/4/2025 6:00,1,RF 03,19.5,14.3,697.2,26,453,0,1,0.75,522.9,2025-03-04 06:00:00,2025-03-04,06:00:00,19.5_14.3,1.539,0.057,1.154,0.0,0.002,480,1.539,0.057,1.154,0.0,0.002,False,
3/5/2025 6:00,1,RF 03,19.5,14.3,693.5,27,451,0,2,0.75,520.125,2025-03-05 06:00:00,2025-03-05,06:00:00,19.5_14.3,1.538,0.06,1.153,0.0,0.002,480,1.538,0.06,1.153,0.0,0.002,False,
3/6/2025 6:00,1,RF 03,19.5,14.3,640.5,36,421,22,1,0.74,473.97,2025-03-06 06:00:00,2025-03-06,06:00:00,19.5_14.3,1.521,0.086,1.126,0.052,0.002,480,1.521,0.086,1.126,0.052,0.002,False,
3/7/2025 6:00,1,RF 03,19.5,14.3,642.2,38,433,7,2,0.71,455.962,2025-03-07 06:00:00,2025-03-07,06:00:00,19.5_14.3,1.483,0.088,1.053,0.016,0.002,480,1.483,0.088,1.053,0.016,0.002,False,
3/1/2025 14:00,2,RF 03,19.5,14.3,658.2,42,437,0,1,0.72,473.904,2025-03-01 14:00:00,2025-03-01,14:00:00,19.5_14.3,1.506,0.096,1.084,0.0,0.002,480,1.506,0.096,1.084,0.0,0.002,False,
3/2/2025 14:00,2,RF 03,19.5,14.3,693.7,26,451,1,2,0.74,513.338,2025-03-02 14:00:00,2025-03-02,14:00:00,19.5_14.3,1.538,0.058,1.138,0.002,0.002,480,1.538,0.058,1.138,0.002,0.002,False,
3/4/2025 14:00,2,RF 03,19.5,14.3,694.3,28,451,0,1,0.74,513.782,2025-03-04 14:00:00,2025-03-04,14:00:00,19.5_14.3,1.539,0.062,1.139,0.0,0.002,480,1.539,0.062,1.139,0.0,0.002,False,
3/6/2025 14:00,2,RF 03,19.5,14.3,699.3,25,454,0,1,0.74,517.482,2025-03-06 14:00:00,2025-03-06,14:00:00,19.5_14.3,1.54,0.055,1.14,0.0,0.002,480,1.54,0.055,1.14,0.0,0.002,False,
3/7/2025 14:00,2,RF 03,19.5,14.3,689.7,31,448,0,1,0.74,510.378,2025-03-07 14:00:00,2025-03-07,14:00:00,19.5_14.3,1.54,0.069,1.139,0.0,0.002,480,1.54,0.069,1.139,0.0,0.002,False,
3/2/2025 22:00,3,RF 03,19.5,14.3,681.9,33,446,0,1,0.73,497.787,2025-03-02 22:00:00,2025-03-02,22:00:00,19.5_14.3,1.529,0.074,1.116,0.0,0.002,480,1.529,0.074,1.116,0.0,0.002,False,
3/3/2025 22:00,3,RF 03,19.5,14.3,687.3,31,448,0,1,0.74,508.602,2025-03-03 22:00:00,2025-03-03,22:00:00,19.5_14.3,1.534,0.069,1.135,0.0,0.002,480,1.534,0.069,1.135,0.0,0.002,False,
3/4/2025 22:00,3,RF 03,19.5,14.3,685.0,33,446,0,1,0.75,513.75,2025-03-04 22:00:00,2025-03-04,22:00:00,19.5_14.3,1.536,0.074,1.152,0.0,0.002,480,1.536,0.074,1.152,0.0,0.002,False,
3/5/2025 22:00,3,RF 03,19.5,14.3,660.6,46,431,2,1,0.74,488.844,2025-03-05 22:00:00,2025-03-05,22:00:00,19.5_14.3,1.533,0.107,1.134,0.005,0.002,480,1.533,0.107,1.134,0.005,0.002,False,
3/6/2025 22:00,3,RF 03,19.5,14.3,661.9,44,431,3,2,0.73,483.187,2025-03-06 22:00:00,2025-03-06,22:00:00,19.5_14.3,1.536,0.102,1.121,0.007,0.002,480,1.536,0.102,1.121,0.007,0.002,False,
3/7/2025 22:00,3,RF 03,19.5,14.3,664.4,43,435,1,1,0.75,498.3,2025-03-07 22:00:00,2025-03-07,22:00:00,19.5_14.3,1.527,0.099,1.146,0.002,0.002,480,1.527,0.099,1.146,0.002,0.002,False,
3/1/2025 6:00,1,RF 02,20.0,14.3,627.3,27,437,14,2,0.75,470.475,2025-03-01 06:00:00,2025-03-01,06:00:00,20.0_14.3,1.435,0.062,1.077,0.032,0.002,480,1.435,0.062,1.077,0.032,0.002,False,
3/3/2025 6:00,1,RF 02,20.0,14.3,681.7,25,454,0,1,0.78,531.726,2025-03-03 06:00:00,2025-03-03,06:00:00,20.0_14.3,1.502,0.055,1.171,0.0,0.002,480,1.502,0.055,1.171,0.0,0.002,False,
3/8/2025 6:00,1,RF 02,20.0,14.3,619.8,47,428,4,1,0.77,477.246,2025-03-08 06:00:00,2025-03-08,06:00:00,20.0_14.3,1.448,0.11,1.115,0.009,0.002,480,1.448,0.11,1.115,0.009,0.002,False,
3/9/2025 6:00,1,RF 02,20.0,14.3,667.5,34,445,0,1,0.78,520.65,2025-03-09 06:00:00,2025-03-09,06:00:00,20.0_14.3,1.5,0.076,1.17,0.0,0.002,480,1.5,0.076,1.17,0.0,0.002,False,
3/10/2025 6:00,1,RF 02,20.0,14.3,668.0,31,446,1,2,0.78,521.04,2025-03-10 06:00:00,2025-03-10,06:00:00,20.0_14.3,1.498,0.07,1.168,0.002,0.002,480,1.498,0.07,1.168,0.002,0.002,False,
3/12/2025 6:00,1,RF 02,20.0,14.3,616.9,39,422,17,2,0.77,475.013,2025-03-12 06:00:00,2025-03-12,06:00:00,20.0_14.3,1.462,0.092,1.126,0.04,0.002,480,1.462,0.092,1.126,0.04,0.002,False,
3/13/2025 6:00,1,RF 02,20.0,14.3,659.9,33,446,0,1,0.77,508.123,2025-03-13 06:00:00,2025-03-13,06:00:00,20.0_14.3,1.48,0.074,1.139,0.0,0.002,480,1.48,0.074,1.139,0.0,0.002,False,
3/14/2025 6:00,1,RF 02,20.0,14.3,620.8,57,422,0,1,0.77,478.016,2025-03-14 06:00:00,2025-03-14,06:00:00,20.0_14.3,1.471,0.135,1.133,0.0,0.002,480,1.471,0.135,1.133,0.0,0.002,False,
3/1/2025 14:00,2,RF 02,20.0,14.3,661.4,27,452,0,1,0.76,502.664,2025-03-01 14:00:00,2025-03-01,14:00:00,20.0_14.3,1.463,0.06,1.112,0.0,0.002,480,1.463,0.06,1.112,0.0,0.002,False,
3/2/2025 14:00,2,RF 02,20.0,14.3,670.0,29,448,1,2,0.77,515.9,2025-03-02 14:00:00,2025-03-02,14:00:00,20.0_14.3,1.496,0.065,1.152,0.002,0.002,480,1.496,0.065,1.152,0.002,0.002,False,
3/5/2025 14:00,2,RF 02,20.0,14.3,672.5,31,448,0,1,0.78,524.55,2025-03-05 14:00:00,2025-03-05,14:00:00,20.0_14.3,1.501,0.069,1.171,0.0,0.002,480,1.501,0.069,1.171,0.0,0.002,False,
3/6/2025 14:00,2,RF 02,20.0,14.3,664.2,37,442,0,1,0.78,518.076,2025-03-06 14:00:00,2025-03-06,14:00:00,20.0_14.3,1.503,0.084,1.172,0.0,0.002,480,1.503,0.084,1.172,0.0,0.002,False,
3/7/2025 14:00,2,RF 02,20.0,14.3,663.0,38,441,0,1,0.79,523.77,2025-03-07 14:00:00,2025-03-07,14:00:00,20.0_14.3,1.503,0.086,1.188,0.0,0.002,480,1.503,0.086,1.188,0.0,0.002,False,
3/9/2025 14:00,2,RF 02,20.0,14.3,650.3,45,434,0,1,0.78,507.234,2025-03-09 14:00:00,2025-03-09,14:00:00,20.0_14.3,1.498,0.104,1.169,0.0,0.002,480,1.498,0.104,1.169,0.0,0.002,False,
3/10/2025 14:00,2,RF 02,20.0,14.3,648.4,46,433,0,1,0.79,512.236,2025-03-10 14:00:00,2025-03-10,14:00:00,20.0_14.3,1.497,0.106,1.183,0.0,0.002,480,1.497,0.106,1.183,0.0,0.002,False,
3/11/2025 14:00,2,RF 02,20.0,14.3,616.5,52,411,13,4,0.78,480.87,2025-03-11 14:00:00,2025-03-11,14:00:00,20.0_14.3,1.5,0.127,1.17,0.032,0.002,480,1.5,0.127,1.17,0.032,0.002,False,
3/13/2025 14:00,2,RF 02,20.0,14.3,641.9,31,448,0,1,0.75,481.425,2025-03-13 14:00:00,2025-03-13,14:00:00,20.0_14.3,1.433,0.069,1.075,0.0,0.002,480,1.433,0.069,1.075,0.0,0.002,False,
3/14/2025 14:00,2,RF 02,20.0,14.3,618.8,37,432,9,2,0.75,464.1,2025-03-14 14:00:00,2025-03-14,14:00:00,20.0_14.3,1.432,0.086,1.074,0.021,0.002,480,1.432,0.086,1.074,0.021,0.002,False,
3/2/2025 22:00,3,RF 02,20.0,14.3,668.9,25,447,6,2,0.78,521.742,2025-03-02 22:00:00,2025-03-02,22:00:00,20.0_14.3,1.496,0.056,1.167,0.013,0.002,480,1.496,0.056,1.167,0.013,0.002,False,
3/3/2025 22:00,3,RF 02,20.0,14.3,656.4,37,439,2,2,0.78,511.992,2025-03-03 22:00:00,2025-03-03,22:00:00,20.0_14.3,1.495,0.084,1.166,0.005,0.002,480,1.495,0.084,1.166,0.005,0.002,False,
3/5/2025 22:00,3,RF 02,20.0,14.3,662.5,38,441,0,1,0.78,516.75,2025-03-05 22:00:00,2025-03-05,22:00:00,20.0_14.3,1.502,0.086,1.172,0.0,0.002,480,1.502,0.086,1.172,0.0,0.002,False,
3/6/2025 22:00,3,RF 02,20.0,14.3,675.1,25,453,1,1,0.78,526.578,2025-03-06 22:00:00,2025-03-06,22:00:00,20.0_14.3,1.49,0.055,1.162,0.002,0.002,480,1.49,0.055,1.162,0.002,0.002,False,
3/7/2025 22:00,3,RF 02,20.0,14.3,667.6,33,446,0,1,0.79,527.404,2025-03-07 22:00:00,2025-03-07,22:00:00,20.0_14.3,1.497,0.074,1.183,0.0,0.002,480,1.497,0.074,1.183,0.0,0.002,False,
3/8/2025 22:00,3,RF 02,20.0,14.3,663.7,36,442,0,2,0.78,517.686,2025-03-08 22:00:00,2025-03-08,22:00:00,20.0_14.3,1.502,0.081,1.171,0.0,0.002,480,1.502,0.081,1.171,0.0,0.002,False,
3/9/2025 22:00,3,RF 02,20.0,14.3,671.0,32,447,0,1,0.78,523.38,2025-03-09 22:00:00,2025-03-09,22:00:00,20.0_14.3,1.501,0.072,1.171,0.0,0.002,480,1.501,0.072,1.171,0.0,0.002,False,
3/11/2025 22:00,3,RF 02,20.0,14.3,649.8,33,439,6,2,0.78,506.844,2025-03-11 22:00:00,2025-03-11,22:00:00,20.0_14.3,1.48,0.075,1.155,0.014,0.002,480,1.48,0.075,1.155,0.014,0.002,False,
3/12/2025 22:00,3,RF 02,20.0,14.3,662.5,34,445,0,1,0.77,510.125,2025-03-12 22:00:00,2025-03-12,22:00:00,20.0_14.3,1.489,0.076,1.146,0.0,0.002,480,1.489,0.076,1.146,0.0,0.002,False,
3/13/2025 22:00,3,RF 02,20.0,14.3,631.5,55,424,0,1,0.77,486.255,2025-03-13 22:00:00,2025-03-13,22:00:00,20.0_14.3,1.489,0.13,1.147,0.0,0.002,480,1.489,0.13,1.147,0.0,0.002,False,
3/14/2025 22:00,3,RF 02,20.0,14.3,630.3,35,443,1,1,0.75,472.725,2025-03-14 22:00:00,2025-03-14,22:00:00,20.0_14.3,1.423,0.079,1.067,0.002,0.002,480,1.423,0.079,1.067,0.002,0.002,False,
3/15/2025 6:00,1,RF 02,22.0,15.3,535.6,94,385,0,1,0.81,433.836,2025-03-15 06:00:00,2025-03-15,06:00:00,22.0_15.3,1.391,0.244,1.127,0.0,0.002,480,1.391,0.244,1.127,0.0,0.002,False,
3/16/2025 6:00,1,RF 02,22.0,15.3,564.6,21,437,21,1,0.91,513.786,2025-03-16 06:00:00,2025-03-16,06:00:00,22.0_15.3,1.292,0.048,1.176,0.048,0.002,480,1.292,0.048,1.176,0.048,0.002,False,
3/17/2025 6:00,1,RF 02,22.0,15.3,576.3,27,442,7,4,0.9,518.67,2025-03-17 06:00:00,2025-03-17,06:00:00,22.0_15.3,1.304,0.061,1.173,0.016,0.002,480,1.304,0.061,1.173,0.016,0.002,False,
3/18/2025 6:00,1,RF 02,22.0,15.3,579.7,25,445,8,2,0.9,521.73,2025-03-18 06:00:00,2025-03-18,06:00:00,22.0_15.3,1.303,0.056,1.172,0.018,0.002,480,1.303,0.056,1.172,0.018,0.002,False,
3/20/2025 6:00,1,RF 02,22.0,15.3,566.5,53,426,0,1,0.93,526.845,2025-03-20 06:00:00,2025-03-20,06:00:00,22.0_15.3,1.33,0.124,1.237,0.0,0.002,480,1.33,0.124,1.237,0.0,0.002,False,
3/22/2025 6:00,1,RF 02,22.0,15.3,591.4,33,446,0,1,0.92,544.088,2025-03-22 06:00:00,2025-03-22,06:00:00,22.0_15.3,1.326,0.074,1.22,0.0,0.002,480,1.326,0.074,1.22,0.0,0.002,False,
3/23/2025 6:00,1,RF 02,22.0,15.3,606.5,21,458,0,1,0.93,564.045,2025-03-23 06:00:00,2025-03-23,06:00:00,22.0_15.3,1.324,0.046,1.232,0.0,0.002,480,1.324,0.046,1.232,0.0,0.002,False,
3/24/2025 6:00,1,RF 02,22.0,15.3,546.4,32,421,26,1,0.92,502.688,2025-03-24 06:00:00,2025-03-24,06:00:00,22.0_15.3,1.298,0.076,1.194,0.062,0.002,480,1.298,0.076,1.194,0.062,0.002,False,
3/25/2025 6:00,1,RF 02,22.0,15.3,607.7,21,458,0,1,0.92,559.084,2025-03-25 06:00:00,2025-03-25,06:00:00,22.0_15.3,1.327,0.046,1.221,0.0,0.002,480,1.327,0.046,1.221,0.0,0.002,False,
3/15/2025 14:00,2,RF 02,22.0,15.3,586.8,24,453,2,1,0.91,533.988,2025-03-15 14:00:00,2025-03-15,14:00:00,22.0_15.3,1.295,0.053,1.179,0.004,0.002,480,1.295,0.053,1.179,0.004,0.002,False,
3/16/2025 14:00,2,RF 02,22.0,15.3,591.1,26,453,0,1,0.91,537.901,2025-03-16 14:00:00,2025-03-16,14:00:00,22.0_15.3,1.305,0.057,1.187,0.0,0.002,480,1.305,0.057,1.187,0.0,0.002,False,
3/17/2025 14:00,2,RF 02,22.0,15.3,596.7,22,457,0,1,0.9,537.03,2025-03-17 14:00:00,2025-03-17,14:00:00,22.0_15.3,1.306,0.048,1.175,0.0,0.002,480,1.306,0.048,1.175,0.0,0.002,False,
3/19/2025 14:00,2,RF 02,22.0,15.3,555.0,25,422,18,15,0.93,516.15,2025-03-19 14:00:00,2025-03-19,14:00:00,22.0_15.3,1.315,0.059,1.223,0.043,0.002,480,1.315,0.059,1.223,0.043,0.002,False,
3/21/2025 14:00,2,RF 02,22.0,15.3,591.5,31,447,1,1,0.92,544.18,2025-03-21 14:00:00,2025-03-21,14:00:00,22.0_15.3,1.323,0.069,1.217,0.002,0.002,480,1.323,0.069,1.217,0.002,0.002,False,
3/24/2025 14:00,2,RF 02,22.0,15.3,605.6,21,458,0,1,0.93,563.208,2025-03-24 14:00:00,2025-03-24,14:00:00,22.0_15.3,1.322,0.046,1.23,0.0,0.002,480,1.322,0.046,1.23,0.0,0.002,False,
3/15/2025 22:00,3,RF 02,22.0,15.3,595.0,23,456,0,1,0.92,547.4,2025-03-15 22:00:00,2025-03-15,22:00:00,22.0_15.3,1.305,0.05,1.2,0.0,0.002,480,1.305,0.05,1.2,0.0,0.002,False,
3/16/2025 22:00,3,RF 02,22.0,15.3,585.1,27,451,0,2,0.9,526.59,2025-03-16 22:00:00,2025-03-16,22:00:00,22.0_15.3,1.297,0.06,1.168,0.0,0.002,480,1.297,0.06,1.168,0.0,0.002,False,
3/17/2025 22:00,3,RF 02,22.0,15.3,598.5,22,457,0,1,0.9,538.65,2025-03-17 22:00:00,2025-03-17,22:00:00,22.0_15.3,1.31,0.048,1.179,0.0,0.002,480,1.31,0.048,1.179,0.0,0.002,False,
3/19/2025 22:00,3,RF 02,22.0,15.3,583.4,27,446,5,2,0.92,536.728,2025-03-19 22:00:00,2025-03-19,22:00:00,22.0_15.3,1.308,0.061,1.203,0.011,0.002,480,1.308,0.061,1.203,0.011,0.002,False,
3/20/2025 22:00,3,RF 02,22.0,15.3,601.8,22,457,0,1,0.92,553.656,2025-03-20 22:00:00,2025-03-20,22:00:00,22.0_15.3,1.317,0.048,1.212,0.0,0.002,480,1.317,0.048,1.212,0.0,0.002,False,
3/22/2025 22:00,3,RF 02,22.0,15.3,601.0,23,456,0,1,0.92,552.92,2025-03-22 22:00:00,2025-03-22,22:00:00,22.0_15.3,1.318,0.05,1.213,0.0,0.002,480,1.318,0.05,1.213,0.0,0.002,False,
3/23/2025 22:00,3,RF 02,22.0,15.3,600.9,24,455,0,1,0.92,552.828,2025-03-23 22:00:00,2025-03-23,22:00:00,22.0_15.3,1.321,0.053,1.215,0.0,0.002,480,1.321,0.053,1.215,0.0,0.002,False,
3/24/2025 22:00,3,RF 02,22.0,15.3,599.5,27,452,0,1,0.92,551.54,2025-03-24 22:00:00,2025-03-24,22:00:00,22.0_15.3,1.326,0.06,1.22,0.0,0.002,480,1.326,0.06,1.22,0.0,0.002,False,
3/1/2025 6:00,1,RF 04,23.5,15.8,484.3,49,419,1,2,0.89,431.027,2025-03-01 06:00:00,2025-03-01,06:00:00,23.5_15.8,1.156,0.117,1.029,0.002,0.002,471,1.142,0.092,1.033,0.012,0.002,False,
3/1/2025 6:00,1,RF 05,23.5,15.8,508.3,38,441,0,1,0.91,462.553,2025-03-01 06:00:00,2025-03-01,06:00:00,23.5_15.8,1.153,0.086,1.049,0.0,0.002,480,1.142,0.092,1.033,0.012,0.002,False,
3/1/2025 6:00,1,RF 06,23.5,15.8,494.1,47,432,0,1,0.91,449.631,2025-03-01 06:00:00,2025-03-01,06:00:00,23.5_15.8,1.144,0.109,1.041,0.0,0.002,480,1.142,0.092,1.033,0.012,0.002,False,
3/1/2025 6:00,1,RF 07,23.5,15.8,484.1,25,434,19,2,0.91,440.531,2025-03-01 06:00:00,2025-03-01,06:00:00,23.5_15.8,1.115,0.058,1.015,0.044,0.002,480,1.142,0.092,1.033,0.012,0.002,True,production: 1.115 < 1.119
3/2/2025 6:00,1,RF 01,23.5,15.8,526.5,33,446,0,1,0.89,468.585,2025-03-02 06:00:00,2025-03-02,06:00:00,23.5_15.8,1.18,0.074,1.051,0.0,0.002,480,1.176,0.072,1.082,0.026,0.002,False,
3/2/2025 6:00,1,RF 05,23.5,15.8,520.2,33,446,0,1,0.91,473.382,2025-03-02 06:00:00,2025-03-02,06:00:00,23.5_15.8,1.166,0.074,1.061,0.0,0.002,480,1.176,0.072,1.082,0.026,0.002,False,
3/2/2025 6:00,1,RF 06,23.5,15.8,501.4,32,425,22,1,0.93,466.302,2025-03-02 06:00:00,2025-03-02,06:00:00,23.5_15.8,1.18,0.075,1.097,0.052,0.002,480,1.176,0.072,1.082,0.026,0.002,False,
3/2/2025 6:00,1,RF 07,23.5,15.8,505.7,27,429,23,1,0.95,480.415,2025-03-02 06:00:00,2025-03-02,06:00:00,23.5_15.8,1.179,0.063,1.12,0.054,0.002,480,1.176,0.072,1.082,0.026,0.002,True,kwh: 1.120 > 1.104
3/3/2025 6:00,1,RF 01,23.5,15.8,539.7,31,448,0,1,0.91,491.127,2025-03-03 06:00:00,2025-03-03,06:00:00,23.5_15.8,1.205,0.069,1.096,0.0,0.002,480,1.19,0.077,1.11,0.008,0.002,False,
3/3/2025 6:00,1,RF 05,23.5,15.8,517.0,41,436,1,2,0.94,485.98,2025-03-03 06:00:00,2025-03-03,06:00:00,23.5_15.8,1.186,0.094,1.115,0.002,0.002,480,1.19,0.077,1.11,0.008,0.002,False,
3/3/2025 6:00,1,RF 06,23.5,15.8,524.3,38,441,0,1,0.93,487.599,2025-03-03 06:00:00,2025-03-03,06:00:00,23.5_15.8,1.189,0.086,1.106,0.0,0.002,480,1.19,0.077,1.11,0.008,0.002,False,
3/3/2025 6:00,1,RF 07,23.5,15.8,517.8,26,439,13,2,0.95,491.91,2025-03-03 06:00:00,2025-03-03,06:00:00,23.5_15.8,1.179,0.059,1.121,0.03,0.002,480,1.19,0.077,1.11,0.008,0.002,False,
3/4/2025 6:00,1,RF 01,23.5,15.8,531.3,33,446,0,1,0.91,483.483,2025-03-04 06:00:00,2025-03-04,06:00:00,23.5_15.8,1.191,0.074,1.084,0.0,0.002,480,1.193,0.078,1.116,0.0,0.002,False,
3/4/2025 6:00,1,RF 05,23.5,15.8,531.0,31,448,0,1,0.93,493.83,2025-03-04 06:00:00,2025-03-04,06:00:00,23.5_15.8,1.185,0.069,1.102,0.0,0.002,480,1.193,0.078,1.116,0.0,0.002,False,
3/4/2025 6:00,1,RF 06,23.5,15.8,521.5,43,435,0,2,0.95,495.425,2025-03-04 06:00:00,2025-03-04,06:00:00,23.5_15.8,1.199,0.099,1.139,0.0,0.002,480,1.193,0.078,1.116,0.0,0.002,True,kwh: 1.139 > 1.138
3/4/2025 6:00,1,RF 07,23.5,15.8,533.7,32,446,0,2,0.95,507.015,2025-03-04 06:00:00,2025-03-04,06:00:00,23.5_15.8,1.197,0.072,1.137,0.0,0.002,480,1.193,0.078,1.116,0.0,0.002,False,
3/5/2025 6:00,1,RF 01,23.5,15.8,522.6,26,437,15,2,0.91,475.566,2025-03-05 06:00:00,2025-03-05,06:00:00,23.5_15.8,1.196,0.059,1.088,0.034,0.002,480,1.197,0.078,1.13,0.016,0.002,False,
3/5/2025 6:00,1,RF 04,23.5,15.8,530.0,41,438,0,1,0.92,487.6,2025-03-05 06:00:00,2025-03-05,06:00:00,23.5_15.8,1.21,0.094,1.113,0.0,0.002,480,1.197,0.078,1.13,0.016,0.002,False,
3/5/2025 6:00,1,RF 05,23.5,15.8,509.7,35,428,15,2,0.96,489.312,2025-03-05 06:00:00,2025-03-05,06:00:00,23.5_15.8,1.191,0.082,1.143,0.035,0.002,480,1.197,0.078,1.13,0.016,0.002,False,
3/5/2025 6:00,1,RF 06,23.5,15.8,527.1,33,442,3,2,0.96,506.016,2025-03-05 06:00:00,2025-03-05,06:00:00,23.5_15.8,1.193,0.075,1.145,0.007,0.002,480,1.197,0.078,1.13,0.016,0.002,False,
3/5/2025 6:00,1,RF 07,23.5,15.8,527.9,35,442,1,2,0.97,512.063,2025-03-05 06:00:00,2025-03-05,06:00:00,23.5_15.8,1.194,0.079,1.159,0.002,0.002,480,1.197,0.078,1.13,0.016,0.002,True,kwh: 1.159 > 1.153
3/6/2025 6:00,1,RF 01,23.5,15.8,540.3,32,446,0,2,0.92,497.076,2025-03-06 06:00:00,2025-03-06,06:00:00,23.5_15.8,1.211,0.072,1.115,0.0,0.002,480,1.208,0.074,1.15,0.02,0.002,False,
3/6/2025 6:00,1,RF 05,23.5,15.8,533.4,34,445,0,1,0.97,517.398,2025-03-06 06:00:00,2025-03-06,06:00:00,23.5_15.8,1.199,0.076,1.163,0.0,0.002,480,1.208,0.074,1.15,0.02,0.002,False,
3/6/2025 6:00,1,RF 06,23.5,15.8,511.1,31,421,17,2,0.96,490.656,2025-03-06 06:00:00,2025-03-06,06:00:00,23.5_15.8,1.214,0.074,1.165,0.04,0.002,471,1.208,0.074,1.15,0.02,0.002,False,
